geoid,total_pop,no_car
48201534001,2003,30
48201534002,5831,76
48201534003,2396,0
48201534100,7169,14
48201534201,2229,8
48201534202,7989,0
48201534203,1484,0
48201540100,10770,25
48201540200,2602,51
48201540501,5851,216
48201540502,5274,68
48201540601,2760,0
48201540602,6994,380
48201540700,7539,308
48201540800,7708,0
48201540901,2801,32
48201540902,6783,127
48201541001,8461,120
48201541002,7551,57
48201541003,11929,76
48201541100,6331,0
48201541201,8383,100
48201541202,8888,111
48201541203,2739,0
48201541300,11354,90
48201541400,12737,70
48201541500,5234,0
48201541601,4314,0
48201541602,10001,351
48201541700,8727,197
48201541800,5447,275
48201541900,6176,0
48201542000,13863,97
48201542101,13823,0
48201542102,12298,88
48201542200,15078,34
48201542301,12023,149
48201542302,5032,87
48201542400,7892,329
48201542500,2262,20
48201542600,3741,36
48201542700,4420,37
48201542800,6646,32
48201542900,9671,12
48201543001,3948,9
48201543002,7199,38
48201543003,12812,9
48201543100,2085,0
48201543200,6040,276
48201550100,4576,685
48201550200,3208,893
48201550301,7303,733
48201550302,7329,548
48201550401,8938,697
48201550402,9841,528
48201550500,4283,39
48201550601,7337,66
48201550602,3617,36
48201550603,5722,300
48201550700,2832,76
48201550800,2804,291
48201550900,8755,79
48201551000,3e3,166
48201551100,10129,529
48201551200,6041,69
48201551300,3841,24
48201551400,3732,326
48201551500,6523,33
48201551600,8350,486
48201551701,8705,48
48201551702,4043,0
48201551703,7702,102
48201551800,4461,9
48201551900,4964,128
48201552001,8354,325
48201552002,1430,0
48201552101,4398,25
48201552102,6729,61
48201552103,3009,76
48201552200,6747,207
48201552301,3824,18
48201552302,4572,15
48201552400,6096,290
48201552500,9957,98
48201552601,4178,243
48201552602,5296,111
48201552700,7574,379
48201552800,8170,206
48201552900,6202,133
48201553001,4989,19
48201553002,4239,166
48201553100,6774,281
48201553200,7408,413
48201553300,3371,233
48201553401,3598,0
48201553402,6621,37
48201553403,6080,13
48201553500,6079,159
48201553600,6302,101
48201553700,3737,0
48201553801,2595,0
48201553802,7085,3
48201553900,7837,48
48201554001,3177,189
48201554002,4112,0
48201554101,890,0
48201554102,10079,38
48201554200,5614,32
48201554301,6964,36
48201554302,4861,22
48201554401,12456,128
48201554402,11975,224
48201554403,7696,0
48201554501,5043,0
48201554502,6443,0
48201554600,4851,69
48201554700,6733,0
48201554801,12229,148
48201554802,12863,81
48201554901,7429,52
48201554902,5936,60
48201554903,10951,0
48201555000,7804,132
48201555100,7134,88
48201555200,5804,23
48201555301,1295,0
48201555302,6819,72
48201555303,3301,44
48201555401,2396,61
48201555402,8177,361
48201555501,3960,139
48201555502,15076,256
48201555600,4058,0
48201555701,5812,0
48201555702,7918,0
48201556000,6862,29
48201980000,78,0
48201980100,204,0
48203020102,4786,128
48203020103,4353,57
48203020104,3717,80
48203020200,7023,139
48203020301,4165,141
48203020302,3475,180
48203020401,4725,508
48203020402,5100,575
48203020501,2618,340
48203020502,5079,262
48203020603,5820,163
48203020604,4116,115
48203020605,5416,82
48203020606,4091,58
48205950200,5963,8
48207950300,3801,423
48207950400,2041,13
48209010100,2282,271
48209010200,6995,64
48209010302,3875,151
48209010303,7146,13
48209010304,5211,262
48209010400,7e3,207
48209010500,3202,202
48209010600,8435,22
48209010701,6885,88
48209010702,2320,12
48209010803,4064,62
48209010804,9262,99
48209010805,4969,0
48209010806,3366,0
48209010807,2073,21
48209010808,5698,32
48209010809,5288,0
48209010901,7780,0
48209010902,8875,68
48209010905,4935,17
48209010906,9670,75
48209010907,9627,128
48209010908,5494,62
48209010909,4199,39
48209010910,7788,50
48211950300,3668,150
48213950100,7149,58
48213950200,4841,47
48213950300,7529,238
48213950400,4694,37
48213950500,2609,61
48213950601,3217,261
48213950602,5231,16
48213950700,4169,134
48213950800,5026,90
48213950901,4580,86
48213950902,1794,36
48213950903,2581,74
48213951000,2047,153
48213951100,4242,241
48213951200,6277,549
48213951300,5909,220
48213951400,6404,105
48215020101,5476,304
48215020102,7164,416
48215020201,7274,31
48215020202,7777,459
48215020204,6673,207
48215020205,5497,408
48215020301,9970,299
48215020302,8992,370
48215020402,7173,99
48215020403,5986,461
48215020404,4697,133
48215020501,4958,426
48215020503,9765,366
48215020504,6422,613
48215020600,3201,263
48215020701,8753,0
48215020721,8056,99
48215020723,5512,576
48215020724,3790,56
48215020725,4323,54
48215020726,5740,208
48215020802,6580,199
48215020803,5529,12
48215020804,3408,199
48215020901,5092,28
48215020903,4579,74
48215020904,4428,227
48215021000,7136,338
48215021100,2721,324
48215021201,3088,109
48215021202,4067,54
48215021302,15068,279
48215021303,8202,406
48215021304,5753,340
48215021305,6594,205
48215021401,5148,492
48215021403,4181,455
48215021404,6652,290
48215021500,3527,308
48215021600,3821,305
48215021701,8542,268
48215021702,11713,304
48215021803,4217,80
48215021804,5512,446
48215021805,8755,63
48215021806,8557,632
48215021901,10042,71
48215021903,3669,176
48215021904,4360,44
48215022001,10105,315
48215022003,6481,215
48215022004,10576,599
48215022103,4467,390
48215022104,8182,150
48215022105,4943,568
48215022106,4998,285
48215022201,6864,226
48215022203,3803,272
48215022204,5116,325
48215022300,9798,489
48215022401,4670,682
48215022402,5499,357
48215022501,6464,191
48215022502,5398,333
48215022600,2472,205
48215022701,5326,168
48215022702,5478,147
48215022800,7478,284
48215022900,4670,229
48215023000,3795,381
48215023102,7084,268
48215023103,6018,238
48215023104,5241,316
48215023503,7287,128
48215023504,7925,390
48215023507,8842,248
48215023509,8974,161
48215023510,9446,0
48215023511,6653,318
48215023512,2915,0
48215023513,6147,404
48215023514,8111,308
48215023515,8801,27
48215023600,8073,597
48215023700,4705,706
48215023801,8745,235
48215023802,8140,205
48215023902,10557,68
48215023903,4402,270
48215023904,6507,161
48215024000,15579,758
48215024105,9841,458
48215024106,11465,287
48215024107,5700,220
48215024108,5674,162
48215024109,6625,255
48215024110,8930,75
48215024111,5825,362
48215024112,10534,369
48215024113,7673,240
48215024114,8609,127
48215024201,13924,745
48215024203,4379,166
48215024204,4133,272
48215024205,7873,406
48215024301,1002,0
48215024302,1277,0
48215024402,8120,169
48215024403,4847,561
48215024404,2985,42
48215024500,7111,322
48215024600,5571,327
48215980000,0,0
48217960100,4021,144
48217960200,4339,42
48217960400,1748,15
48217960500,5620,269
48217960600,1453,62
48217960700,2107,16
48217960800,3196,21
48217960900,2563,258
48217961000,1851,421
48217961100,3830,82
48217961400,4126,104
48219950100,1506,93
48219950200,4223,26
48219950300,4226,172
48219950400,4568,105
48219950500,5123,70
48219950600,1688,40
48219950700,1599,60
48221160100,4619,268
48221160204,3119,254
48221160205,6384,196
48221160206,3853,98
48221160207,5647,70
48221160208,5007,65
48221160209,6819,23
48221160210,4915,42
48221160301,5540,43
48221160302,3913,19
48223950100,3195,31
48223950200,4116,30
48223950300,5500,166
48223950401,3909,196
48223950402,4031,299
48223950500,3211,181
48223950600,3673,174
48223950700,4460,206
48223950800,2445,146
48225950100,6079,337
48225950200,1825,48
48225950300,2629,174
48225950400,4047,415
48225950500,4568,91
48225950600,1668,19
48225950700,2826,28
48227950100,2420,46
48227950200,1861,67
48227950300,1916,148
48227950400,3252,481
48227950500,3193,280
48227950600,3942,8
48227950700,3204,53
48227950801,4575,36
48227950802,6360,27
48227950900,3562,45
48229950300,3441,189
48231960100,2836,77
48231960200,2660,101
48231960300,4031,60
48231960400,4799,119
48231960500,3961,275
48231960600,3621,173
48231960700,5436,74
48231960800,4341,258
48231960900,4649,516
48231961000,4458,38
48231961100,6313,30
48231961200,4095,183
48231961300,6103,22
48231961400,6757,30
48231961501,2937,136
48231961502,4226,12
48231961503,4502,477
48231961600,6185,192
48231961700,2926,18
48233950200,2512,16
48233950500,5150,141
48233950600,3865,59
48233950700,1870,219
48233950800,855,106
48233950900,4440,76
48233951000,3402,38
48235950100,1673,24
48237950100,2549,15
48237950300,3237,191
48237950500,3286,91
48239950100,5002,129
48239950200,3782,294
48239950300,5203,244
48241950100,5691,164
48241950200,3722,323
48241950300,3387,256
48241950400,5085,62
48241950500,5024,65
48241950600,2335,110
48241950700,7615,276
48241950800,2389,98
48243950100,2340,69
48245000101,5078,201
48245000102,1591,20
48245000103,3203,815
48245000200,4664,279
48245000302,6875,52
48245000304,6415,26
48245000306,4363,31
48245000307,2747,0
48245000308,5642,273
48245000309,2370,71
48245000310,5011,140
48245000400,5258,321
48245000500,2031,179
48245000600,7128,956
48245000700,2822,381
48245000900,1787,41
48245001100,2511,30
48245001200,2251,192
48245001301,5253,164
48245001302,2869,139
48245001303,3021,9
48245001700,1815,347
48245001900,3069,223
48245002000,2446,118
48245002100,3581,400
48245002200,2758,343
48245002300,3043,302
48245002400,2595,273
48245002500,3964,579
48245002600,6345,692
48245005100,1153,243
48245005400,1454,216
48245005500,2344,143
48245005600,4078,192
48245005900,1657,366
48245006100,1406,205
48245006300,2100,100
48245006400,1350,125
48245006500,3387,637
48245006600,4419,372
48245006700,3076,28
48245006800,1557,84
48245006900,2903,15
48245007001,5012,785
48245007002,3999,179
48245007100,3327,42
48245010100,2928,47
48245010200,1680,5
48245010300,3285,51
48245010400,3118,204
48245010500,3882,179
48245010600,5904,65
48245010700,3030,54
48245010800,4626,128
48245010901,3495,135
48245010902,4900,156
48245011001,5399,220
48245011002,3813,40
48245011101,4557,89
48245011102,2810,23
48245011201,8565,54
48245011202,3688,0
48245011203,3373,0
48245011302,3998,0
48245011303,2513,86
48245011304,3544,15
48245011400,6911,101
48245011500,1905,13
48245011600,1922,122
48245011700,1631,250
48245011800,2090,280
48245980000,54,0
48245990000,0,0
48247950200,2220,75
48247950400,2991,308
48249950100,7323,191
48249950200,8509,337
48249950300,6475,241
48249950400,4911,366
48249950500,5565,561
48249950600,4195,507
48249950700,3653,257
48251130100,3949,67
48251130204,9507,28
48251130205,3745,32
48251130207,5657,84
48251130208,5227,233
48251130210,4298,217
48251130211,5756,69
48251130212,5781,16
48251130213,4589,8
48251130214,4313,58
48251130215,2948,56
48251130302,5317,101
48251130303,4240,125
48251130304,5501,252
48251130405,5507,66
48251130406,6191,15
48251130407,7822,11
48251130408,7090,107
48251130409,6043,54
48251130410,6409,64
48251130500,7283,43
48251130601,6792,110
48251130602,1644,0
48251130700,4397,47
48251130800,4131,342
48251130900,3126,92
48251131000,4880,92
48251131100,5468,163
48253020101,1433,58
48253020102,5453,0
48253020200,2640,114
48253020300,2073,119
48253020400,3728,355
48253020500,4830,144
48255970100,2031,7
48255970200,4540,112
48255970300,7408,173
48255970400,901,128
48257050201,5106,8
48257050203,5898,57
48257050204,5102,52
48257050205,3959,66
48257050206,9603,76
48257050300,3363,172
48257050400,6901,239
48257050500,5337,550
48257050600,6611,48
48257050701,4715,34
48257050703,3232,61
48257050704,5390,12
48257050800,9640,103
48257051000,1564,127
48257051100,4478,348
48257051201,2774,70
48257051202,5347,80
48257051300,9382,227
48259970100,5570,45
48259970301,5079,54
48259970302,4091,189
48259970401,5747,47
48259970402,5952,47
48259970500,5076,116
48261950100,241,14
48261990000,0,0
48263950100,772,15
48265960100,5197,108
48265960200,3520,24
48265960301,4177,112
48265960302,7953,119
48265960401,1741,78
48265960402,5760,88
48265960500,4972,169
48265960600,7640,93
48265960700,4433,89
48265960800,3433,0
48267950100,1957,31
48267950200,2611,38
48269950100,219,0
48271950100,3555,126
48273020100,5428,193
48273020200,6035,310
48273020300,7564,302
48273020400,6389,405
48273020500,6195,369
48273990000,0,0
48275950100,1606,53
48275950200,2102,108
48277000101,4814,177
48277000102,4536,125
48277000200,3221,92
48277000300,6003,52
48277000401,3242,244
48277000402,5949,6
48277000500,4215,509
48277000600,2585,297
48277000700,3005,174
48277000800,3378,648
48277000900,4469,22
48277001000,4119,451
48279950100,2782,105
48279950200,1684,82
48279950300,2215,16
48279950500,4025,176
48279950600,3386,49
48281950100,2814,101
48281950301,5898,65
48281950302,3645,48
48281950400,4027,152
48281950500,3293,246
48283950300,6709,539
48285000100,3088,66
48285000200,3643,94
48285000300,2514,18
48285000400,4065,139
48285000500,2888,146
48285000600,3019,305
48287000100,5218,127
48287000200,2599,77
48287000300,2968,44
48287000400,5714,111
48289950100,6909,302
48289950200,4886,73
48289950300,4845,65
48291700100,4916,163
48291700200,2871,281
48291700300,9743,270
48291700400,5933,71
48291700500,2376,20
48291700600,2765,118
48291700700,2905,0
48291700800,8950,252
48291700900,6254,0
48291701000,5507,19
48291701100,6377,82
48291701200,5345,217
48291701300,3059,92
48291701400,7921,247
48293970100,1993,56
48293970200,4199,40
48293970300,2314,52
48293970400,1503,0
48293970500,2695,21
48293970600,6016,144
48293970700,1581,39
48293970800,2869,40
48295950200,1938,24
48295950300,1280,18
48297950100,4861,76
48297950200,2057,224
48297950300,2362,87
48297950400,2227,24
48299970100,2346,20
48299970200,3725,130
48299970300,2096,51
48299970400,3494,0
48299970500,5521,106
48299970600,1810,99
48301950100,41,0
48303000100,2525,47
48303000201,2131,23
48303000202,1725,293
48303000301,4212,289
48303000302,6497,349
48303000402,4843,214
48303000403,3782,52
48303000404,6898,27
48303000405,9993,122
48303000500,7649,166
48303000603,1919,0
48303000605,478,0
48303000607,2260,426
48303000700,1274,118
48303000900,4356,486
48303001000,2966,485
48303001200,2554,379
48303001300,3056,269
48303001400,4826,176
48303001501,2007,65
48303001502,2055,48
48303001601,2743,180
48303001602,3355,52
48303001702,6102,350
48303001705,5788,187
48303001706,5775,67
48303001707,3599,37
48303001708,2376,143
48303001709,4530,128
48303001801,5680,156
48303001803,5371,69
48303001804,4e3,57
48303001901,4751,165
48303001903,5263,83
48303001904,1379,42
48303002001,1943,162
48303002002,2931,547
48303002101,5871,180
48303002102,2840,123
48303002202,5068,98
48303002203,3052,235
48303002204,4378,321
48303002300,4396,526
48303002400,6077,670
48303002500,2446,201
48303010101,1563,118
48303010102,2756,6
48303010200,8297,169
48303010301,3350,48
48303010302,3157,58
48303010402,1807,63
48303010403,5588,140
48303010404,2925,35
48303010405,4766,98
48303010406,3892,0
48303010407,6864,36
48303010408,7443,27
48303010502,3181,23
48303010504,4020,12
48303010505,4321,65
48303010506,4059,85
48303010508,7186,22
48303010509,2297,0
48303010510,1849,32
48303010511,3046,0
48303010600,6027,292
48303010700,3818,0
48303980000,0,0
48305950400,2084,0
48305950500,2715,86
48305950600,1189,62
48307950300,5211,236
48307950400,1616,89
48307950500,1393,8
48309000100,1362,63
48309000200,2889,30
48309000300,4122,0
48309000400,6365,724
48309000598,5709,345
48309000700,2666,138
48309000800,2685,86
48309000900,4814,98
48309001000,2839,141
48309001100,6398,266
48309001200,3844,761
48309001300,2378,23
48309001400,6748,1245
48309001500,2736,424
48309001600,5936,349
48309001700,5223,165
48309001800,1777,0
48309001900,4069,245
48309002000,3325,64
48309002100,4099,326
48309002302,5351,427
48309002498,4979,308
48309002501,5480,79
48309002503,5681,165
48309002504,3361,0
48309002600,5587,117
48309002700,4097,181
48309002800,3734,44
48309002900,2923,52
48309003000,4081,595
48309003200,4574,162
48309003300,1854,51
48309003400,6533,46
48309003500,4071,31
48309003601,3582,49
48309003602,2524,54
48309003701,2975,73
48309003703,4894,10
48309003706,8572,66
48309003707,8704,144
48309003708,5811,15
48309003801,6249,42
48309003802,6112,42
48309003900,7868,484
48309004000,5395,25
48309004102,5369,0
48309004103,6038,127
48309004201,3426,28
48309004202,3088,83
48309004300,6690,345
48309980000,0,0
48311950100,897,10
48313000100,4323,25
48313000200,1676,43
48313000300,2714,3
48313000400,4720,373
48315950100,2563,116
48315950200,3052,162
48315950300,3125,149
48315950400,2031,258
48317950100,921,3
48317950200,3685,76
48319950100,2212,109
48319950200,1716,0
48321730100,2735,114
48321730201,6934,470
48321730202,2016,0
48321730301,4445,62
48321730302,4016,422
48321730303,381,51
48321730400,2654,424
48321730501,3682,33
48321730600,6035,392
48321730700,3749,132
48321990000,0,0
48323950201,6292,31
48323950204,4061,135
48323950205,8044,131
48323950300,7379,120
48323950400,3655,368
48323950500,5820,569
48323950601,3044,186
48323950602,6104,171
48323950700,8094,181
